,job_title,job_link,company_name,company_link,salary,currency,category,contract,experience,benefit,requirement,industry,company_size,company_location,job_location,posted,updated,scrapped_time
914,Assistant Procurement Manager (Construction),https://glints.com/vn/opportunities/jobs/assistant-procurement-manager-construction/a87602c8-2756-454f-b682-ceceb9e2fa3a,MM Mega Market Vietnam,https://glints.com/vn/companies/mm-mega-market-vietnam/bf6700b9-6f85-41e6-87cb-82c63af5bdc5,VND13.000.000 - 16.000.000/month,VND,Operations,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Project Bidding,Purchasing,Tender And Contract",Wholesale,1001 - 5000 nhân viên,"Địa chỉ văn phòng Khu B, KDT An Phú - An Khánh, P. An Phú, TP. Thủ Đức, TP. HCM",Ho Chi Minh City,10 tháng trước,nhật 2 tháng trước,2022-11-11 15:11:32
915,[Glints 5 Ngày] Fullstack / Backend (Senior),https://glints.com/vn/opportunities/jobs/glints-5-ngay-fullstack-backend-senior/b114af6f-47b0-4be8-b3d6-6926f98383cb,T-recs.ai Pte Ltd,https://glints.com/vn/companies/t-recsai-pte-ltd/ce6237fa-331b-4661-ae26-0e59dd46d849,USD3.000/month,USD,Software Engineering,Việc làm fulltime,3 - 5 năm kinh nghiệm,,".NET Core,Good Time Management,Front-end Frameworks,Strong Analytical Skills,Problem-solving Skills,C#,Restful Api",,,,Ho Chi Minh City,4 ngày trước,nhật 4 ngày trước,2022-11-11 15:11:38
916,Chuyên Viên Telesales - Sản Phẩm Khóa Học,https://glints.com/vn/opportunities/jobs/chuyen-vien-telesales-san-pham-khoa-hoc/3dea9204-3be9-411b-a402-c5b456b9e5d6,DINO,https://glints.com/vn/companies/dino/d9307062-eaa4-4de2-afac-86c941b6c438,VND13.000.000 - 30.000.000/month,VND,Business Development / Sales,Việc làm fulltime,Dưới một năm kinh nghiệm,,"Nhiệt Huyết,Telesales,Tốt Nghiệp Trung Cấp",Primary/Secondary Education,51-200 nhân viên,"Địa chỉ văn phòngSố 27 Thái Thịnh, Ngã Tư Sở, Đống Đa, Hà Nội",Hà Nội,7 tháng trước,nhật 7 tháng trước,2022-11-11 15:11:41
917,Senior Merchadiser,https://glints.com/vn/opportunities/jobs/senior-merchadiser/bbc885fc-7697-4f78-8ce1-9365035d567f,Công ty TNHH Lienmall Việt Nam,https://glints.com/vn/companies/cong-ty-tnhh-lienmall-viet-nam/034245fb-b4e1-4747-8e38-48d72330f344,VND12.000.000 - 18.000.000/month,VND,Business Development / Sales,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"Sourcing,Google Sheets,Data Analysis,Strategic Planning,Merchandising",Consumer Services,1-10 nhân viên,"Địa chỉ văn phòng71/7 Phú Mỹ, phường 22, Bình Thạnh",Ho Chi Minh City,4 tháng trước,nhật 4 tháng trước,2022-11-11 15:11:45
918,Sales Admin Intern,https://glints.com/vn/opportunities/jobs/sales-admin-intern/6d0b2ae2-b1ad-47ac-aced-4c69369af75f,Alchemy Asia,https://glints.com/vn/companies/alchemy-asia/53f26bb3-bb99-4204-8064-a05ba0d03d73,VND2.000.000/month,VND,Administrative,Việc làm fulltime,Dưới một năm kinh nghiệm,,"English,Ms Office,Office Administration",Wine and Spirits,51-200 nhân viên,"Địa chỉ văn phòng2A Dang Huu Pho, Thao Dien Ward, District 2, HCMC.",Ho Chi Minh City,1 tháng trước,nhật 1 tháng trước,2022-11-11 15:11:48
919,Key Account Intern Cum Assistant to Regional Partnership Manager,https://glints.com/vn/opportunities/jobs/key-account-intern-assistant-to-regional-partnership-manager/32b607f1-17cf-45b9-9cfa-10176b190655,CTY TNHH Digital University,https://glints.com/vn/companies/cty-tnhh-digital-university/c58d707c-f633-4360-995d-55183ef6cde7,,,Business Development / Sales,Việc làm part time,Dưới một năm kinh nghiệm,,"Secretary,Content Writing,Account Management,Good Communication Skills,Administration",Education Management,51-200 nhân viên,"Địa chỉ văn phòng602/45G Điện Biên Phủ, Phường 22, Quận Bình Thạnh",Ho Chi Minh City,4 ngày trước,nhật 2 giờ trước,2022-11-11 15:11:51
920,Account Manager (Agency),https://glints.com/vn/opportunities/jobs/account-manager-agency/6d2e0eff-9c9d-4684-9961-1fceef011cb8,Công ty Cổ phần Dịch vụ và Tư vấn Healthcom Group,https://glints.com/vn/companies/cong-ty-co-phan-dich-vu-va-tu-van-healthcom-group/c7edfdc2-8e83-4f50-9573-e19c25dd7adf,VND25.000.000 - 30.000.000/month,VND,Marketing,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"Marketing,Digital Marketing,Good Communication Skills",Hospital & Health Care,11-50 nhân viên,Địa chỉ văn phòng63 Khuất Duy Tiến,Hà Nội,30 ngày trước,nhật 25 ngày trước,2022-11-11 15:11:54
921,Thực Tập Sinh Investment Full-time 2022,https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-investment-full-time-2022/b21061ba-a34e-4ac0-be3a-1703ae53b13a,Vi Group,https://glints.com/vn/companies/vi-group/638af668-0b4e-4adc-a76e-3e014f19d131,VND3.000.000 - 3.000.100/month,VND,Business Development / Sales,Thực Tập,,,"Financial Analysis,Investments,Consulting",,,,Ho Chi Minh City,8 tháng trước,nhật 3 ngày trước,2022-11-11 15:11:59
922,Sales Executive,https://glints.com/vn/opportunities/jobs/sales-executive/030cfa62-c73a-404b-8675-013c78477e6e,Nova Technology,https://glints.com/vn/companies/nova-technology/22ecdcb7-0451-4c49-a11c-4ed0fed949c6,USD500 - 1.500/month,USD,Business Development / Sales,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Responsibility,Networking,Sales,Market Development,Good Communication Skills,Customers Oriented",Electrical/Electronic Manufacturing,51-200 nhân viên,"Địa chỉ văn phòng15th Floor, SSG Tower, 561A Dien Bien Phu St., Ward 25, Binh Thanh Dist., HCMC, Vietnam",Ho Chi Minh City,1 tháng trước,nhật 1 tháng trước,2022-11-11 15:12:04
923,[HCM] Senior Business Development,https://glints.com/vn/opportunities/jobs/hcm-senior-business-development/5b1c9ad8-71d9-42fe-9469-3fdffe9e4109,Ecotruck,https://glints.com/vn/companies/ecotruck/3f6d57af-a811-48a3-9de4-b47b09fb30ae,,,Business Development / Sales,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"Bachelor Degree,Economics,Business Development",Logistics and Supply Chain,51-200 nhân viên,"Địa chỉ văn phòng139/1A Đường Phan Đăng Lưu, Phường 2,Quận Phú Nhuận, Thành phố Hồ Chí Minh",Ho Chi Minh City,17 ngày trước,nhật 16 ngày trước,2022-11-11 15:12:09
924,[HP] Senior Business Development,https://glints.com/vn/opportunities/jobs/hp-senior-business-development/d7a6adfa-5d82-412f-a3a8-3de90ab437d8,Ecotruck,https://glints.com/vn/companies/ecotruck/3f6d57af-a811-48a3-9de4-b47b09fb30ae,,,Business Development / Sales,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"Bachelor Degree,Economics,Business Development",Logistics and Supply Chain,51-200 nhân viên,"Địa chỉ văn phòng139/1A Đường Phan Đăng Lưu, Phường 2,Quận Phú Nhuận, Thành phố Hồ Chí Minh",Hải Phòng,17 ngày trước,nhật 17 ngày trước,2022-11-11 15:12:12
925,Chuyên Viên Telesales - Sản Phẩm Tiếng Anh Online Cho Trẻ Em,https://glints.com/vn/opportunities/jobs/chuyen-vien-telesales-san-pham-tieng-anh-online-cho-tre-em/0e79c957-e63b-4e9a-bb64-96c1393c362f,CÔNG TY CỔ PHẦN GIÁO DỤC EDUCA CORPORATION,https://glints.com/vn/companies/cong-ty-co-phan-giao-duc-educa-corporation/8fabe076-1127-47bd-911a-24a37b0223a3,IDR7.000.000 - 36.000.000/month,IDR,Business Development / Sales,Việc làm fulltime,Dưới một năm kinh nghiệm,,"Chăm Chỉ,Kỹ năng giao tiếp,Không Nói Ngọng",Education Management,501 - 1000 nhân viên,"Địa chỉ văn phòngTầng 6 Tòa Comatce Vicem, số 61 Nguỵ Như Kon Tum, Thanh Xuân, Hà Nội.",Ho Chi Minh City,17 ngày trước,nhật 17 ngày trước,2022-11-11 15:12:17
926,Fresher/Junior Tester,https://glints.com/vn/opportunities/jobs/fresher-junior-tester/a87a5cae-98e9-42b8-8724-961ff3d0e3d2,Ant-Tech,https://glints.com/vn/companies/ant-tech/afe0eae9-8485-44b1-bf76-0d8dbc8a2906,VND8.000.000 - 18.000.000/month,VND,Software Engineering,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Agile Scrum,SQL,Scrum,Agile",Information Technology and Services,11-50 nhân viên,"Địa chỉ văn phòng18E3 Chu Van An, Ward 26, Binh Thanh Dist., Ho Chi Minh City.",Ho Chi Minh City,8 tháng trước,nhật 2 ngày trước,2022-11-11 15:12:20
927,[Glints 5 Ngày] M365 Cloud Consultant,https://glints.com/vn/opportunities/jobs/glints-5-ngay-m365-cloud-consultant/d2813fb8-7779-430c-bdb9-f2fa48e1e72b,TechOne Global,https://glints.com/vn/companies/techone-global/889cd5b1-3032-493b-b2ee-bb7274f63dca,SGD2.500 - 3.500/month,SGD,Software Engineering,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Manage Project,M365,Cloud Consultant,Customer-centric,Lead Team",,51-200 nhân viên,,Ho Chi Minh City,hôm qua,nhật hôm qua,2022-11-11 15:12:24
928,Nhân viên Sales Xuất khẩu,https://glints.com/vn/opportunities/jobs/nhan-vien-sales-xuat-khau/bece4d11-54bb-4603-b17d-4b8891f379b3,Công ty Cổ phần XNK K-Global,https://glints.com/vn/companies/cong-ty-co-phan-xnk-k-global/0e13340b-5300-49aa-98b6-0c48d8103d03,VND8.000.000 - 15.000.000/month,VND,Business Development / Sales,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Customer Relationship Management (CRM),Export Import,Business Development",,51-200 nhân viên,Địa chỉ văn phòng10A ngõ 171 Nguyễn Ngọc Vũ,Hà Nội,10 ngày trước,nhật 10 ngày trước,2022-11-11 15:12:28
929,Nhân viên kinh doanh,https://glints.com/vn/opportunities/jobs/nhan-vien-kinh-doanh/a316818e-eaf9-401b-b088-cfc4058f99f8,Draho Việt Nam,https://glints.com/vn/companies/draho-viet-nam/7ba9e59b-ac77-4238-b5ac-f8777bd25677,VND15.000.000 - 20.000.000/month,VND,Business Development / Sales,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Sales and Marketing,Telemarketing,Good Communication Skills",Business Supplies and Equipment,51-200 nhân viên,"Địa chỉ văn phòngTầng 2 - Tòa nhà Thanh Xuân Complex số 6 Lê Văn Thiêm, Thanh Xuân, Hà Nội",Da Nang,3 tháng trước,nhật 15 ngày trước,2022-11-11 15:12:34
930,SENIOR COMMUNITY MANAGEMENT ,https://glints.com/vn/opportunities/jobs/senior-community-management/0a4c433c-0326-4e77-91ef-2a165b0a6fcf,Ghn Express,https://glints.com/vn/companies/ghn-express/52ca6e86-212d-4b52-abb7-69e8f491a0a1,VND16.000.000 - 20.000.000/month,VND,Marketing,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Community Engagement,Social Media Marketing,Digital Marketing,Content Writing,Community Management,Content Marketing",Logistics and Supply Chain,201-500 nhân viên,,Ho Chi Minh City,2 tháng trước,nhật 1 tháng trước,2022-11-11 15:12:39
931,Account Intern (Hà Nội),https://glints.com/vn/opportunities/jobs/account-intern-ha-noi/36f5b86b-cba3-4ce3-ba49-4abb1fccd1c9,Mcv Corporation,https://glints.com/vn/companies/mcv-corporation/366bdaf6-f106-4ba5-a0d9-52acfb398aed,VND2.000.000 - 5.000.000/month,VND,Marketing,Việc làm fulltime,,,"English,Content Creator,PowerPoint",Media Production,201-500 nhân viên,,Hà Nội,4 tháng trước,nhật 23 ngày trước,2022-11-11 15:12:46
932,[Remote] Software Engineer (Mid/Senior),https://glints.com/vn/opportunities/jobs/remote-software-engineer-mid-senior/57649043-dbb0-4585-8193-03e61eed6c8a,Wetaus,https://glints.com/vn/companies/wetaus/83d5e61f-3f29-4ff0-9323-5a725a54c0c4,,,Software Engineering,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Back End,Database Administration,Google Cloud Platform (GCP),DevOps,Good Communication Skills,Amazon Web Services (AWS),Front End",Information Technology and Services,51-200 nhân viên,"Địa chỉ văn phòngUp co-working space, No 01 Luong Yen Street, Bach Dang Ward, Hai Ba Trung",Hà Nội,4 tháng trước,nhật 30 ngày trước,2022-11-11 15:12:50
933,Performance Marketing Intern,https://glints.com/vn/opportunities/jobs/performance-marketing-intern/9c6fbd46-4f9e-4374-816a-271299b5b725,Homebase Vietnam,https://glints.com/vn/companies/homebase-vietnam/f854efd6-e11e-40c7-aa85-681e3536bac9,VND4.600.000/month,VND,Marketing,Thực Tập,Dưới một năm kinh nghiệm,,"Performance Marketing,Digital Marketing,Data Analysis",Real Estate,11-50 nhân viên,"Địa chỉ văn phòngSentry Office, Sonatus Building, 15 Le Thanh Ton, District1",Ho Chi Minh City,11 ngày trước,nhật 29 phút trước,2022-11-11 15:12:59
934,Key Account Management Executive,https://glints.com/vn/opportunities/jobs/key-account-management-executive/18799986-4f02-49a7-a3a4-b384b669f3e1,Buymed,https://glints.com/vn/companies/buymed/5b41e8ee-01aa-42a9-9c08-858780d53895,,,Business Development / Sales,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Telesales,Customer Support,Sales",Hospital & Health Care,501 - 1000 nhân viên,"Địa chỉ văn phòng28Bis Mạc Đĩnh Chi, Phường Đa Kao, Quận 1, Thành Phố Hồ Chí Minh, Việt Nam",Ho Chi Minh City,2 ngày trước,nhật hôm qua,2022-11-11 15:13:03
935,PR & Brand Manager ,https://glints.com/vn/opportunities/jobs/pr-and-brand-manager/f9b5d839-05ec-4fb2-a524-f19e7e6f4ca3,Interspace Vietnam,https://glints.com/vn/companies/interspace-vietnam/44df51db-8224-4a6d-92f4-f9c6cdb11ac0,VND20.000.000 - 30.000.000/month,VND,Marketing,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Brand Management,Brand Marketing,PR Marketing,Brand Manager,Brand Management Strategy,Public Relations,Branding & Identity",,,,Ho Chi Minh City,7 tháng trước,nhật 14 ngày trước,2022-11-11 15:13:08
936,Chuyên viên Telesales Thu nhập khủng từ 15 -35 triệu/ tháng,https://glints.com/vn/opportunities/jobs/chuyen-vien-telesales-thu-nhap-khung-tu-15-35-trieu-thang/5b9ac273-a14f-4ddd-a57d-86020618821b,Công ty Cổ phần Giáo dục Educa Corporation,https://glints.com/vn/companies/cong-ty-co-phan-giao-duc-educa-corporation/2c5b1bbe-64db-471c-9328-dfd0f9512392,VND15.000.000 - 35.000.000/month,VND,Business Development / Sales,Việc làm fulltime,Dưới một năm kinh nghiệm,,"Tư Vấn Giáo Dục,Tư Vấn Khách Hàng,thuyết phục và đàm phán,Kỹ năng giao tiếp tốt",Education Management,501 - 1000 nhân viên,"Địa chỉ văn phòngTầng 6, Comatce Tower, số 61 Ngụy Như Kon Tum, Nhân Chính, Thanh Xuân, Hà Nội",Hà Nội,17 ngày trước,nhật 16 ngày trước,2022-11-11 15:13:12
937,Chuyên viên Telesales Thu nhập khủng từ 15 -35 triệu/ tháng,https://glints.com/vn/opportunities/jobs/chuyen-vien-telesales-thu-nhap-khung-tu-15-35-trieu-thang/215c7478-238d-4801-a27a-922f2dc1e5bd,Công ty Cổ phần Giáo dục Educa Corporation,https://glints.com/vn/companies/cong-ty-co-phan-giao-duc-educa-corporation/2c5b1bbe-64db-471c-9328-dfd0f9512392,VND15.000.000 - 35.000.000/month,VND,Business Development / Sales,Việc làm fulltime,Dưới một năm kinh nghiệm,,"Tư Vấn Giáo Dục,Tư Vấn Khách Hàng,thuyết phục và đàm phán,Kỹ năng giao tiếp tốt",Education Management,501 - 1000 nhân viên,"Địa chỉ văn phòngTầng 6, Comatce Tower, số 61 Ngụy Như Kon Tum, Nhân Chính, Thanh Xuân, Hà Nội",Hà Nội,17 ngày trước,nhật 2 ngày trước,2022-11-11 15:13:15
938,Tuyển dụng Flutter Dev,https://glints.com/vn/opportunities/jobs/tuyen-dung-flutter-dev/ff8d1144-8234-48a8-a0a7-1babdc55c80e,Công ty DEO Network,https://glints.com/vn/companies/cong-ty-deo-network/79ba188b-bdae-42c1-80e0-06f5e4aa1fbe,USD100/month,USD,Software Engineering,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Android Developer,English,iOS Developer",,11-50 nhân viên,Địa chỉ văn phòng12B Nguyễn Hữu Cảnh P19 Bình Thạnh,Ho Chi Minh City,2 tháng trước,nhật 4 ngày trước,2022-11-11 15:13:19
939,Nhân Viên Phát Triển Kinh Doanh (Business Development),https://glints.com/vn/opportunities/jobs/nhan-vien-phat-trien-kinh-doanh-business-development/cb9bbebf-52a1-42ce-9a43-3d71d4fb80a7,CÔNG TY CỔ PHẦN BBCINCORP,https://glints.com/vn/companies/cong-ty-co-phan-bbcincorp/a7069d1a-24fb-4f9e-92c4-8bd18b49c674,VND10.000.000 - 15.000.000/month,VND,Business Development / Sales,Việc làm fulltime,Dưới một năm kinh nghiệm,,"Communication,B2b Sales,Fluent In English Both Oral And Written",Consumer Services,51-200 nhân viên,"Địa chỉ văn phòng39 - 41 Đường D4 , Khu đô thị Him Lam, phường Tân Hưng, quận 7, TP.HCM",Ho Chi Minh City,hôm qua,nhật hôm qua,2022-11-11 15:13:23
940,Chuyên Viên Telesales - Edtech Lớn Nhất Việt Nam,https://glints.com/vn/opportunities/jobs/chuyen-vien-telesales-edtech-lon-nhat-viet-nam/0ec7ce34-b62f-4254-8fa2-49dd6ef157cc,CÔNG TY CỔ PHẦN GIÁO DỤC EDUCA CORPORATION,https://glints.com/vn/companies/cong-ty-co-phan-giao-duc-educa-corporation/8fabe076-1127-47bd-911a-24a37b0223a3,VND13.000.000 - 35.000.000/month,VND,Business Development / Sales,Việc làm fulltime,Dưới một năm kinh nghiệm,,"Chăm Chỉ,Kỹ năng giao tiếp,Giọng Nói Dễ Nghe",Education Management,501 - 1000 nhân viên,"Địa chỉ văn phòngTầng 6 Tòa Comatce Vicem, số 61 Nguỵ Như Kon Tum, Thanh Xuân, Hà Nội.",Hà Nội,17 ngày trước,nhật 17 ngày trước,2022-11-11 15:13:28
941,Nhân Viên Kinh Doanh,https://glints.com/vn/opportunities/jobs/nhan-vien-kinh-doanh/d3135e53-f80b-4444-8b75-1ee16117865b,Sunrise Media,https://glints.com/vn/companies/sunrise-media/5e09c001-2b8a-47b3-9e5b-30a0f0d30e67,VND8.000.000 - 15.000.000/month,VND,Business Development / Sales,Việc làm fulltime,Dưới một năm kinh nghiệm,,"Tốt Nghiệp Từ Trung Cấp,Yêu Thích Kinh Doanh,Ưu Tiên Nữ",,201-500 nhân viên,"Địa chỉ văn phòngTầng 14, Tòa nhà HM Town, 412 Nguyễn Thị Minh Khai - Phường 05 - Quận 3 - TP Hồ Chí Minh.",Hà Nội,4 tháng trước,nhật 3 tháng trước,2022-11-11 15:13:33
942,UX/UI Designer,https://glints.com/vn/opportunities/jobs/ux-ui-designer/a2b9c1ad-eb5a-42ab-bceb-0ed8090f1ef3,MEDIASTEP SOFTWARE VIETNAM COMPANY LIMITED,https://glints.com/vn/companies/mediastep-software-vietnam-company-limited/b6feec93-f159-4303-b0dc-7da93040885a,USD2.000 - 2.500/month,USD,Design,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"HTML,English,Teamwork,UI/UX Design,CSS,Figma",,201-500 nhân viên,"Địa chỉ văn phòngTầng 12, Vietjet Plaza, Số 60A Đường Trường Sơn, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam, Ho Chi Minh City, Vietnam",Ho Chi Minh City,7 ngày trước,nhật 6 ngày trước,2022-11-11 15:13:36
943,Chief Operating Officer ,https://glints.com/vn/opportunities/jobs/chief-operating-officer/b16105f1-e73e-4dd7-93a3-4e09952755a2,Selex Motors,https://glints.com/vn/companies/selex-motors/31be9aa2-5ca5-4b76-af42-54fdc00c7ec5,,,Operations,Việc làm fulltime,5 - 10 năm kinh nghiệm,,"Operations Management,Management,Fundraising,Organizational Leadership",Mechanical or Industrial Engineering,51-200 nhân viên,"Địa chỉ văn phòngSố 56, ngõ 18, Yên Hoà, Cầu Giấy, Hà Nội",Hà Nội,5 tháng trước,nhật 29 ngày trước,2022-11-11 15:13:40
944,Nhân Viên Kinh Doanh  Phụ Kiện Ô Tô ( Thu Nhập 15 - 30 Triệu),https://glints.com/vn/opportunities/jobs/nhan-vien-kinh-doanh-phu-kien-o-to-thu-nhap-15-30-trieu/998d51c9-fd3c-4877-ae0d-c1dc59d2f299,Công ty CP Dịch Vụ Công Nghệ Thông Minh,https://glints.com/vn/companies/cong-ty-cp-dich-vu-cong-nghe-thong-minh/4a0805cb-35fa-4f10-9c68-7b19e6d14872,VND10.000.000 - 30.000.000/month,VND,Business Development / Sales,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Telesales,Sales and Marketing,Digital And Ecommerce,Sales,Sales Presentations,B2b Sales,Retail Sales,Sales Marketing",Information Technology and Services,51-200 nhân viên,"Địa chỉ văn phòng3/6 Trường Chinh, P. Tân Thới Nhất, Q.12, HCM",Ho Chi Minh City,3 tháng trước,nhật 27 ngày trước,2022-11-11 15:13:44
945, Content and Creative Marketing (Part-Time/Intern),https://glints.com/vn/opportunities/jobs/content-and-creative-marketing-part-time-intern/c1d5219e-3bfb-4f06-93f0-18b6de20020b,"Heramo Co., Ltd",https://glints.com/vn/companies/heramo-co-ltd/583be30f-b179-4a90-8ac8-8d6d5a04bb18,VND5.000.000/month,VND,Operations,Việc làm fulltime,Dưới một năm kinh nghiệm,,"Marketing,Content Writing,Truyền Thông Quảng Cáo",Information Technology and Services,51-200 nhân viên,"Địa chỉ văn phòng1459 Phan Van Tri, Ward 10, Go Vap District",Ho Chi Minh City,30 ngày trước,nhật 30 ngày trước,2022-11-11 15:13:47
946,Sales Assistant,https://glints.com/vn/opportunities/jobs/sales-assistant/708f6b26-cadd-40f7-b079-258159e51a46,CÔNG TY TNHH MEDIASTEP SOFTWARE VIỆT NAM,https://glints.com/vn/companies/cong-ty-tnhh-mediastep-software-viet-nam/3d95712c-d9e8-4414-bd52-fc129fb1524d,VND10.000.000/month,VND,Business Development / Sales,Việc làm fulltime,Dưới một năm kinh nghiệm,,"Kỹ năng giao tiếp,Thái Độ Tốt,Nhanh Nhẹn,Tinh Thần Trách Nhiệm,Kiên Nhẫn",Information Technology and Services,51-200 nhân viên,"Địa chỉ văn phòng60A Trường Sơn, Phường 2, Quận Tân Bình",Ho Chi Minh City,4 tháng trước,nhật 10 ngày trước,2022-11-11 15:13:50
947,SOCIAL COMMUNITY SENIOR EXECUTIVE,https://glints.com/vn/opportunities/jobs/social-community-senior-executive/ed017cf1-a0ef-4af6-a2a1-0ca394105d5e,Kiến Guru,https://glints.com/vn/companies/kien-guru/5d7ec2df-cb67-47e1-a7e3-e92e42656492,IDR100 - 200/month,IDR,Marketing,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"Community Engagement,Community Management,Community Development",,201-500 nhân viên,"Địa chỉ văn phòng351 / 58 Lê Văn Sỹ, Phường 13, Quận 3, Thành phố Hồ Chí Minh",Ho Chi Minh City,3 tháng trước,nhật 17 ngày trước,2022-11-11 15:13:55
948,REACTJS DEVELOPER (FRESHER/JUNIOR/MIDDLE),https://glints.com/vn/opportunities/jobs/reactjs-developer-fresher-junior-middle/56736470-a751-4069-b376-ef844428a512,PADITECH,https://glints.com/vn/companies/paditech/14d8b28b-7e2c-41a0-9711-74f02085ac6e,VND10.000.000 - 30.000.000/month,VND,Software Engineering,Việc làm fulltime,Dưới một năm kinh nghiệm,,"Unit Testing,UI/UX Design,nodejs",Information Technology and Services,51-200 nhân viên,"Địa chỉ văn phòngTầng 2,Số 539 Vũ Tông Phan, Khương Đình, Thanh Xuân, Hà Nội",Hà Nội,20 ngày trước,nhật 17 ngày trước,2022-11-11 15:13:58
949,TELESALE VĂN PHÒNG - LƯƠNG CỨNG 20 TRIỆU - KHÔNG KINH NGHIỆM ,https://glints.com/vn/opportunities/jobs/telesale-van-phong-luong-cung-20-trieu-khong-kinh-nghiem/9b2ac926-1e20-412d-a20c-af8926ee5913,CÔNG TY CỔ PHẦN BĐS ASIAN HOLDING,https://glints.com/vn/companies/cong-ty-co-phan-bds-asian-holding/b03d89ee-c386-4b55-8aab-afbf921c48ed,VND400 - 500/month,VND,Business Development / Sales,Việc làm fulltime,Dưới một năm kinh nghiệm,,"Responsibility,Presentation,Presentation Skills",,51-200 nhân viên,"Địa chỉ văn phòng76 -78 đường số 9A, Khu dân cư Trung Sơn, Xã Bình Hưng, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",Ho Chi Minh City,2 tháng trước,nhật 2 tháng trước,2022-11-11 15:14:02
950,Programming Teacher (Full-time/Part-time),https://glints.com/vn/opportunities/jobs/programming-teacher-full-time-part-time/cb6a362d-7a5d-4142-a3ed-37ec47b410af,The International Coding School Algorithmics,https://glints.com/vn/companies/the-international-coding-school-algorithmics/95d734a8-cf9c-42c8-8b69-a225f684ea8d,VND10.000.000/month,VND,Education,Việc làm part time,1 - 3 năm kinh nghiệm,,"Programming,English Teaching,Online teacher,Python (Programming Language),Python Programming,Teaching,Teacher Of Kindergarten,Teacher,Primary School Teacher,Teacher Of Elementary",Education Management,51-200 nhân viên,"Địa chỉ văn phòng204C NGUYEN VAN HUONG STREET, THAO DIEN WARD, DISTRICT 2, HCMC",Ho Chi Minh City,7 tháng trước,nhật 24 ngày trước,2022-11-11 15:14:07
951,Java Developer ,https://glints.com/vn/opportunities/jobs/java-developer/a2f6c6a3-81b0-4cc0-a172-330e2b28ae7c,Vui App,https://glints.com/vn/companies/vui-app/a48bcb0d-49de-4225-8fc4-1f1b272af2c5,,,Software Engineering,Việc làm fulltime,Dưới một năm kinh nghiệm,,"Java,Spring Boot,Kotlin",Financial Services,51-200 nhân viên,"Địa chỉ văn phòngTầng 6, Tòa D Nhà Khách La Thành, 226 Vạn Phúc, Ba Đình, Hà Nội",Hà Nội,2 tháng trước,nhật 1 tháng trước,2022-11-11 15:14:11
952,PURCHASING STAFF,https://glints.com/vn/opportunities/jobs/purchasing-staff/e9fc899d-6b5f-49b1-9a7c-740da4b49387,CÔNG TY TNHH TRUNG TÂM THƯƠNG MẠI QUỐC TẾ,https://glints.com/vn/companies/cong-ty-tnhh-trung-tam-thuong-mai-quoc-te/d50a0c6b-8cf9-423d-abfa-7e08b6d23f7c,,,Operations,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"English,Negotiation,Purchasing,Microsoft Office",,201-500 nhân viên,"Địa chỉ văn phòng34 Lê Duẩn, phường Bến Nghé, quận 1, TP. Hồ Chí Minh",Ho Chi Minh City,6 tháng trước,nhật 3 ngày trước,2022-11-11 15:14:16
953,Business Development Executive (Phát Triển Kinh Doanh),https://glints.com/vn/opportunities/jobs/business-development-executive-phat-trien-kinh-doanh/d0618c62-d0ce-44a8-8f42-012c9959e7f9,Gleads,https://glints.com/vn/companies/gleads/99232170-2242-4224-8563-20048c31490d,VND10.000.000 - 15.000.000/month,VND,Business Development / Sales,Việc làm fulltime,Dưới một năm kinh nghiệm,,"Communication Skills,B2b Sales,Fluent In English Both Oral And Written",,51-200 nhân viên,"Địa chỉ văn phòng39-41, D4 Str, Tan Hung Ward, District 7, Ho Chi Minh City, Vietnam",Ho Chi Minh City,29 ngày trước,nhật 26 ngày trước,2022-11-11 15:14:21
