,job_title,job_link,company_name,company_link,salary,currency,category,contract,experience,benefit,requirement,industry,company_size,company_location,job_location,posted,updated,scrapped_time
0,[Glints 5 Ngày] Data Engineer,https://glints.com/vn/opportunities/jobs/glints-5-ngay-data-engineer/36ac33b0-e07e-4d6c-ad42-c25cded5722f,"Bbv Vietnam Co., Ltd",https://glints.com/vn/companies/bbv-vietnam-co-ltd/404d66f8-15ed-4151-894e-0507abdddc14,VND40.000.000/month,VND,Software Engineering,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"Interpersonal Skills,English,Analyzing skills,SQL,ETL Tools",,,,Ho Chi Minh City,7 ngày trước,nhật 4 ngày trước,2022-11-11 13:42:04
1,[Glints 5 Ngày] Head Of Product,https://glints.com/vn/opportunities/jobs/glints-5-ngay-head-of-product/b19f62fd-eeca-4a17-ad4d-5e734364b767,Be Group,https://glints.com/vn/companies/be-group/6a190f56-1a16-4a44-84d7-f260eace4df1,USD7.000 - 10.000/month,USD,Product Management,Việc làm fulltime,5 - 10 năm kinh nghiệm,,"English,Strong Leadership Skills,Product Development",,201-500 nhân viên,"Địa chỉ văn phòngTầng 16, Tòa Nhà Sai Gon Tower, 29 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam.",Ho Chi Minh City,7 ngày trước,nhật 4 ngày trước,2022-11-11 13:42:09
2,[Glints 5 Ngày] Backend Developer,https://glints.com/vn/opportunities/jobs/glints-5-ngay-backend-developer/d0ebdb90-b828-424d-ba97-d283c5fe371f,Poc Pharma,https://glints.com/vn/companies/poc-pharma/d544166b-1b55-400f-a344-30e9cbcf8c94,USD1.000 - 4.000/month,USD,Software Engineering,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"Backend Developer,Data Structures,Critical Thinking,Algorithms,Problem-solving Skills",Pharmaceuticals,51-200 nhân viên,"Địa chỉ văn phòng 50 Tôn Thất Đạm, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh",Ho Chi Minh City,7 ngày trước,nhật 4 ngày trước,2022-11-11 13:42:17
3,[Glints 5 Ngày] Senior/Lead Backend Engineer,https://glints.com/vn/opportunities/jobs/glints-5-ngay-senior-lead-backend-engineer/06f657a1-18b4-4f27-9f83-7641aef52d4f,Elfie,https://glints.com/vn/companies/elfie/f3c32e5b-d039-49aa-8359-c4da1f55edd8,USD3.500 - 5.500/month,USD,Software Engineering,Việc làm fulltime,5 - 10 năm kinh nghiệm,,"Nosql,Data Modeling,Cloud Infrastructure,nodejs,DevOps",,11-50 nhân viên,"Địa chỉ văn phòngTầng 2, 124 Điện Biên Phủ, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Ho Chi Minh City,7 ngày trước,nhật 4 ngày trước,2022-11-11 13:42:21
4,[Glints 5 Ngày] Head of Sales,https://glints.com/vn/opportunities/jobs/glints-5-ngay-head-of-sales/e6915d35-8495-41fa-bca9-500f3cdd8bcd,John Hu Migration Consulting Viet Nam,https://glints.com/vn/companies/john-hu-migration-consulting-viet-nam/dc884e96-110b-482c-882b-40e7dc34a0a1,USD4.000/month,USD,Business Development / Sales,Việc làm fulltime,Hơn 10 năm kinh nghiệm,,"English,Financial Literacy,Stakeholder Management,Sales,Commercial Acumen",,11-50 nhân viên,,Ho Chi Minh City,8 ngày trước,nhật 4 ngày trước,2022-11-11 13:42:25
5,Data Analyst,https://glints.com/vn/opportunities/jobs/data-analyst/7ac42d81-4632-4f53-a3a1-9f4d34244965,Cốc Cốc,https://glints.com/vn/companies/coc-coc/4089a7b2-c480-4aaa-aa13-bdc414cdf9f3,USD700 - 1.300/month,USD,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"SQL,DataVisualisation Skills,Mathematics",Information Technology and Services,201-500 nhân viên,,Hà Nội,11 ngày trước,nhật 11 ngày trước,2022-11-11 13:42:32
6,Data Analyst,https://glints.com/vn/opportunities/jobs/data-analyst/b7eab500-102f-40c0-8ec0-647e54f822af,Finan,https://glints.com/vn/companies/finan/7f174009-9dd1-491d-a556-65a83215698e,VND15.000.000 - 25.000.000/month,VND,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"MySQL,Problem Solving,Teamwork,Business Objectives,Python,Database Design,Good Communication Skills,Data Analysis",Information Technology and Services,51-200 nhân viên,"Địa chỉ văn phòng198/10E Điện Biên Phủ, Phường 15, Quận Bình Thạnh, TPHCM",Ho Chi Minh City,10 tháng trước,nhật 1 tháng trước,2022-11-11 13:42:37
7,Data Analyst,https://glints.com/vn/opportunities/jobs/data-analyst/62097249-79eb-427c-a634-6d9fd7fb53dc,DRCOM,https://glints.com/vn/companies/drcom/d90fac59-e8b3-43ea-b4e0-7181bcda088f,,,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"MySQL,CDP,Data Analysis",Hospital & Health Care,51-200 nhân viên,"Địa chỉ văn phòng131 Xô Viết Nghệ Tĩnh, P17, Bình Thạnh, TPHCM",Ho Chi Minh City,3 ngày trước,nhật hôm qua,2022-11-11 13:42:43
8,Data Analyst,https://glints.com/vn/opportunities/jobs/data-analyst/e0e2f739-72b1-4858-8b4e-01e34fb277b1,Công Ty CP Công Nghệ Sendo,https://glints.com/vn/companies/cong-ty-cp-cong-nghe-sendo/c2f4dc22-c6b9-452e-916f-a0d1cee3567b,VND30.000.000/month,VND,Data Science,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"Data Science,Business Intelligence,Data Analysis",Information Technology and Services,501 - 1000 nhân viên,"Địa chỉ văn phòngĐường Số 8, Tân Thuận Đông, Quận 7, TPHCM",Ho Chi Minh City,3 ngày trước,nhật 3 ngày trước,2022-11-11 13:42:50
9,Data Analyst,https://glints.com/vn/opportunities/jobs/data-analyst/1d91254f-cca7-4c58-9e49-5a5599b19432, CÔNG TY TÀI CHÍNH TRÁCH NHIỆM HỮU HẠN MB SHINSEI (MCREDIT),https://glints.com/vn/companies/cong-ty-tai-chinh-trach-nhiem-huu-han-mb-shinsei-mcredit/7d2df1bd-1a7f-4ed7-932b-a9add54305e9,,,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Tableau,SQL,Python,Database,Data Analysis,Powerbi",Financial Services,"5001 - 10,000 nhân viên",,Hà Nội,9 ngày trước,nhật 9 ngày trước,2022-11-11 13:42:57
10,Data Analyst,https://glints.com/vn/opportunities/jobs/data-analyst/a392d638-f737-44c8-832d-7ec07a611e77,C2C TECH HUB,https://glints.com/vn/companies/c2c-tech-hub/5ad07cd2-291b-4d80-8bb3-64eb79956d19,,,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"A/B Testing,English,Analytics Skills,SQL/NoSQL,Python,Statistical Data Analysis,Spreadsheets,Data Analysis",Information Technology and Services,51-200 nhân viên,"Địa chỉ văn phòng2C12 Truong Sa Street, Ward 19, Binh Thanh Dist., HCM City",Ho Chi Minh City,11 ngày trước,nhật 1 giờ trước,2022-11-11 13:43:01
11,Data Analyst,https://glints.com/vn/opportunities/jobs/data-analyst/81aec175-4e7c-4a93-8dcb-78fae31a00ca, CÔNG TY TÀI CHÍNH TRÁCH NHIỆM HỮU HẠN MB SHINSEI (MCREDIT),https://glints.com/vn/companies/cong-ty-tai-chinh-trach-nhiem-huu-han-mb-shinsei-mcredit/7d2df1bd-1a7f-4ed7-932b-a9add54305e9,,,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Data Science,Analytical Skills,Data Analysis",Financial Services,"5001 - 10,000 nhân viên",,Hà Nội,14 ngày trước,nhật 14 ngày trước,2022-11-11 13:43:05
12,Data Analyst ,https://glints.com/vn/opportunities/jobs/data-analyst/8c461049-46fc-41a9-b5b3-5d820f171c5c,OKXE,https://glints.com/vn/companies/okxe/eaccd4b0-b7ec-4cff-a057-0db2990bc4c8,VND38.000.000/month,VND,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"English,Google Data Studio,Tableau,SQL,Python,Business Analyst,Business Intelligence,Data Analysis",Consumer Services,51-200 nhân viên,"Địa chỉ văn phòngTòa nhà Sao Mai - Tầng 11, số 19 Lê Văn Lương, P. Nhân Chính, Q. Thanh Xuân.",Ho Chi Minh City,29 ngày trước,nhật 29 ngày trước,2022-11-11 13:43:12
13,Data Analyst,https://glints.com/vn/opportunities/jobs/data-analyst/cf516740-8c62-403c-870b-38abe00cea26,Finan,https://glints.com/vn/companies/finan/7f174009-9dd1-491d-a556-65a83215698e,VND25.000.000/month,VND,Software Engineering,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"MySQL,Project Management,Growth Hacking",Information Technology and Services,51-200 nhân viên,"Địa chỉ văn phòng198/10E Điện Biên Phủ, Phường 15, Quận Bình Thạnh, TPHCM",Ho Chi Minh City,2 tháng trước,nhật 28 phút trước,2022-11-11 13:43:20
14,Data Analyst,https://glints.com/vn/opportunities/jobs/data-analyst/4ef110cd-0429-4cbb-abca-03399e69dceb,Kiến Guru,https://glints.com/vn/companies/kien-guru/5d7ec2df-cb67-47e1-a7e3-e92e42656492,IDR100 - 200/month,IDR,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Good Communication Skills,Data Analysis,Strategic Planning",,201-500 nhân viên,"Địa chỉ văn phòng351 / 58 Lê Văn Sỹ, Phường 13, Quận 3, Thành phố Hồ Chí Minh",Ho Chi Minh City,3 tháng trước,nhật 2 giờ trước,2022-11-11 13:43:25
15,Data Analyst,https://glints.com/vn/opportunities/jobs/data-analyst/81b18e79-c056-46cd-8a1e-7fdbf3349bea,Advesa Digital Solutions,https://glints.com/vn/companies/advesa-digital-solutions/fabcb106-5261-43d1-82df-9b49ed021185,,,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Data Visualization,Tableau,Data Cleaning,Data Analysis,Microsoft Power BI",Marketing and Advertising,201-500 nhân viên,,Hà Nội,3 tháng trước,nhật 19 ngày trước,2022-11-11 13:43:30
16,Data Analyst,https://glints.com/vn/opportunities/jobs/data-analyst/75165233-f083-4e8a-a537-d1e7b9f8e0bc,Kingfoodmart (A member of Seedcom group),https://glints.com/vn/companies/kingfoodmart-a-member-of-seedcom-group/b65e5cdd-106a-4c1b-86a6-1bfbf05a5695,,,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Data Entry,Data Science,dataanalyst,Phân Tích Số Liệu,SQL,Database",,501 - 1000 nhân viên,"Địa chỉ văn phòngBế Văn Cấm, P. Tân Kiểng, Quận 7, Tp. Hồ Chí Minh",Ho Chi Minh City,7 tháng trước,nhật 2 ngày trước,2022-11-11 13:43:36
17,Data Analyst,https://glints.com/vn/opportunities/jobs/data-analyst/8a95a619-5160-46d2-9872-b2a488c36cb8,Công ty cổ phần Giáo Dục và Công Nghệ Hùng Vương,https://glints.com/vn/companies/cong-ty-co-phan-giao-duc-va-cong-nghe-hung-vuong/3fe1f390-de33-437e-9a39-eab9fec91969,USD1.300/month,USD,Software Engineering,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"QuickSight,Phân Tích Dữ Liệu,Phân Tích Kinh Doanh",Primary/Secondary Education,201-500 nhân viên,"Địa chỉ văn phòng Tòa Rivera Park, 69 Vũ Trọng Phụng, Thanh Xuân, Hà Nội.",Hà Nội,7 tháng trước,nhật 6 ngày trước,2022-11-11 13:43:42
18,Data Analyst,https://glints.com/vn/opportunities/jobs/data-analyst/41369de5-9198-4df8-acaf-3fd76709d19a,Schneider Electric Vietnam,https://glints.com/vn/companies/schneider-electric-vietnam/c47d00a2-bc16-46de-92a8-417c7e511063,,,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Data Science,Database Administration,Data Analysis",,501 - 1000 nhân viên,"Địa chỉ văn phòng7FL Etown 1, 364 Cộng Hòa, Phường 13, Tân Bình, Thành phố Hồ Chí Minh ",Ho Chi Minh City,8 tháng trước,nhật 4 ngày trước,2022-11-11 13:43:47
19,Data Analyst,https://glints.com/vn/opportunities/jobs/data-analyst/f0ec9f3c-d371-46b3-8fce-a86652452a02,Gene Solutions,https://glints.com/vn/companies/gene-solutions/e79be626-3d93-44e5-aec9-6bc768f6e8db,,,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Data Entry,Data Science,Database Administration,Statistical Data Analysis,Data Analysis",Hospital & Health Care,201-500 nhân viên,"Địa chỉ văn phòng186 – 188 Nguyễn Duy Dương, Phường 3, Quận 10, TP. Hồ Chí Minh",Ho Chi Minh City,8 tháng trước,nhật hôm qua,2022-11-11 13:43:52
20,Data Analyst,https://glints.com/vn/opportunities/jobs/data-analyst/93643019-0afa-4ea3-8c41-5370d36c122b,One Mount,https://glints.com/vn/companies/one-mount/312b1628-17bd-47e9-aeed-3cb7de3dbd6c,,,Data Science,Việc làm fulltime,,,"Specifications,Good Communication Skills,Data Analysis",Information Technology and Services,51-200 nhân viên,"Địa chỉ văn phòngTầng 9, Toà nhà Five Star (Up Coworking), 28bis Mạc Đĩnh Chi, Đa Kao, Quận 1. ",Hà Nội,7 tháng trước,nhật 22 ngày trước,2022-11-11 13:43:57
21,DATA ANALYST SPECIALIST,https://glints.com/vn/opportunities/jobs/data-analyst-specialist/fb42b888-6a93-4312-9261-8c48bc25c205,Ghn Express,https://glints.com/vn/companies/ghn-express/52ca6e86-212d-4b52-abb7-69e8f491a0a1,VND16.000.000 - 20.000.000/month,VND,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Data Science,Data Visualization,Data Driven,Database,Data Analysis",Logistics and Supply Chain,201-500 nhân viên,,Ho Chi Minh City,4 tháng trước,nhật 5 ngày trước,2022-11-11 13:44:03
22,Fresher Data Analyst,https://glints.com/vn/opportunities/jobs/fresher-data-analyst/344e3fac-7b69-45a4-8aa2-770b44cc0330,Viettel Big Data Analytics Center (DAC),https://glints.com/vn/companies/viettel-big-data-analytics-center-dac/f6be0dec-4e7f-4bfb-863f-88c4cecd404a,USD0 - 3.000/month,USD,Data Science,Việc làm fulltime,,,"Công Nghệ Thông Tin,Phân Tích Thống Kê,Sql,Toeic 550+,Xử Lý Dữ Liệu",Computer Software,51-200 nhân viên,,Hà Nội,11 tháng trước,nhật 2 tháng trước,2022-11-11 13:44:07
23,Data Analyst Executive,https://glints.com/vn/opportunities/jobs/data-analyst-executive/07597414-01b9-4567-9640-9ab085d7a76b,Công ty Cổ Phần Markus Việt Nam ,https://glints.com/vn/companies/cong-ty-co-phan-markus-viet-nam/8f76f382-4a5b-43ba-a1e7-8e28a66bbba7,IDR7.000.000 - 9.000.000/month,IDR,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Databases,Can-do Attitude,Data Oriented,Data Analysis",,11-50 nhân viên,"Địa chỉ văn phòngSố 2 Ngõ Hàng Bún, Nguyễn Trung Trực, Ba Đình, Hà Nội ",Hà Nội,3 tháng trước,nhật 3 phút trước,2022-11-11 13:44:12
24,Data Analyst Intern,https://glints.com/vn/opportunities/jobs/data-analyst-intern/7353aeee-f07d-4ab3-890a-54934f0c1a30,Finan,https://glints.com/vn/companies/finan/7f174009-9dd1-491d-a556-65a83215698e,VND2.000.000 - 3.000.000/month,VND,Software Engineering,Thực Tập,,,"Mathematical Skills,Computer Science,Data analytics",Information Technology and Services,51-200 nhân viên,"Địa chỉ văn phòng198/10E Điện Biên Phủ, Phường 15, Quận Bình Thạnh, TPHCM",Ho Chi Minh City,2 ngày trước,nhật 2 ngày trước,2022-11-11 13:44:18
25,DATA ANALYST INTERN,https://glints.com/vn/opportunities/jobs/data-analyst-intern/01a93366-a25e-495f-a77a-a19a35b1a9ad,GenKin,https://glints.com/vn/companies/genkin/08075547-809b-4d7a-a70a-e0923e2e620e,VND3.000.000/month,VND,Data Science,Việc làm fulltime,Dưới một năm kinh nghiệm,,"English,Tableau,Python Programming,Microsoft Office,Data Analysis,Microsoft Power BI",Marketing and Advertising,11-50 nhân viên,,Ho Chi Minh City,hôm qua,nhật hôm qua,2022-11-11 13:44:24
26,Data Analyst Fresher,https://glints.com/vn/opportunities/jobs/data-analyst-fresher/189d5b3b-2d44-4839-b66e-f585635072e5,Gimasys,https://glints.com/vn/companies/gimasys/a87c309d-7722-46d4-bb1f-964b5626c690,,,Data Science,Việc làm fulltime,Dưới một năm kinh nghiệm,,"SQL,Database,Tư Duy Logic",Information Technology and Services,201-500 nhân viên,"Địa chỉ văn phòngTầng 17, Hanoi Creative Center city, Số 1 Lương Yên, Hà Nội",Hà Nội,4 ngày trước,nhật 4 ngày trước,2022-11-11 13:44:29
27,Data Analyst Intern,https://glints.com/vn/opportunities/jobs/data-analyst-intern/673e88cc-66cc-4f51-ab03-b97760f91fea,Finan,https://glints.com/vn/companies/finan/7f174009-9dd1-491d-a556-65a83215698e,VND2.000.000 - 3.000.000/month,VND,Software Engineering,Thực Tập,,,"Microsoft Excel,Data analytics,Statistics",Information Technology and Services,51-200 nhân viên,"Địa chỉ văn phòng198/10E Điện Biên Phủ, Phường 15, Quận Bình Thạnh, TPHCM",Ho Chi Minh City,31 ngày trước,nhật 3 ngày trước,2022-11-11 13:44:34
28,Senior Data Analyst,https://glints.com/vn/opportunities/jobs/senior-data-analyst/bcbd84c5-7ede-4522-8bc7-a5526855502c,Skylink Group,https://glints.com/vn/companies/skylink-group/edb9e381-937f-44a9-b29d-4ad317425a7b,,,Software Engineering,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Visualization,Phân Tích Thống Kê,Python",Marketing and Advertising,,,Ho Chi Minh City,1 tháng trước,nhật 1 tháng trước,2022-11-11 13:44:42
29,Senior Data Analyst ,https://glints.com/vn/opportunities/jobs/senior-data-analyst/8e54eec1-5226-4685-bf9a-db0480becef9,Prudential Vietnam Assurance Private Ltd,https://glints.com/vn/companies/prudential-vietnam-assurance-private-ltd/2cb50077-104a-487f-9229-5aa45b0872a5,,,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Microsoft Excel,SQL,Communication,Attention To Detail,Data Analysis",Financial Services,1001 - 5000 nhân viên,,Ho Chi Minh City,1 tháng trước,nhật 1 tháng trước,2022-11-11 13:44:49
30,Senior Data Analyst,https://glints.com/vn/opportunities/jobs/senior-data-analyst/e28cef1b-50c2-440e-b339-18e4e36263c0,Palazzo Club,https://glints.com/vn/companies/palazzo-club/50710709-9f24-4b7c-b56d-477c4daa5eb7,,,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"MySQL,PostgreSQL,Market Research,Project Management,Good Communication Skills",,51-200 nhân viên,"Địa chỉ văn phòng1st Floor, Sheraton Saigon Hotel & Towers, 80 Dong Du, District 1, HCMC",Ho Chi Minh City,5 tháng trước,nhật 2 ngày trước,2022-11-11 13:44:52
31,Junior Data Analyst,https://glints.com/vn/opportunities/jobs/junior-data-analyst/d5959d05-8fbb-487a-9ee5-eb5bdd4662ee,Apollo Solutions,https://glints.com/vn/companies/apollo-solutions/49093783-91bb-4055-83f3-ce5f7fbc502f,IDR100 - 200/month,IDR,Software Engineering,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"NoSQL,SQL,Python",,51-200 nhân viên,"Địa chỉ văn phòngNguyễn Văn Trỗi, P.10 Phu Nhuan Ho Chi Minh",Ho Chi Minh City,7 tháng trước,nhật 2 giờ trước,2022-11-11 13:44:57
32,Data Analyst / Data Research Engineer,https://glints.com/vn/opportunities/jobs/data-analyst-data-research-engineer/4e97aa88-b889-463b-9a57-203d332679b2,Công Ty Tnhh Puzzle Studio,https://glints.com/vn/companies/cong-ty-tnhh-puzzle-studio/c13b00ef-2137-4fb2-ae6e-2b20ffa1b580,VND11.999.900/month,VND,Engineering,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Tableau,SQL,Python",Information Technology and Services,11-50 nhân viên,"Địa chỉ văn phòngTòa nhà Republic Plaza, Số 18E Cộng Hòa",Ho Chi Minh City,6 tháng trước,nhật 16 ngày trước,2022-11-11 13:45:01
33,DATA ANALYSIS,https://glints.com/vn/opportunities/jobs/data-analysis/6accd2dc-64f0-4274-bb62-f75d626de7fd,Công ty Cổ phần Công nghệ ISOFH,https://glints.com/vn/companies/cong-ty-co-phan-cong-nghe-isofh/979689f8-6d16-47e8-bbbb-669a96ae4441,VND10.000.000 - 20.000.000/month,VND,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"MySQL,MS Excel VBA,Database,Data Analysis,Microsoft Power BI",Hospital & Health Care,51-200 nhân viên,"Địa chỉ văn phòng35nguyễnđìnhchiểu,haibàtrưng,hànội",Hà Nội,2 tháng trước,nhật 7 ngày trước,2022-11-11 13:45:06
34,Data Analyst (BI Controller),https://glints.com/vn/opportunities/jobs/data-analyst-bi-controller/dc2439b3-d72c-4e26-872e-7fba68c06bdb,Finan,https://glints.com/vn/companies/finan/7f174009-9dd1-491d-a556-65a83215698e,USD1.000 - 1.500/month,USD,Software Engineering,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"BI Consultant,MySQL,Growth Hacking",Information Technology and Services,51-200 nhân viên,"Địa chỉ văn phòng198/10E Điện Biên Phủ, Phường 15, Quận Bình Thạnh, TPHCM",Ho Chi Minh City,31 ngày trước,nhật 29 ngày trước,2022-11-11 13:45:11
35,Data and Insight Analyst,https://glints.com/vn/opportunities/jobs/data-and-insight-analyst/11f08215-22ab-4768-9646-5d55fe31f1f6,TK Media,https://glints.com/vn/companies/tk-media/d3519d46-1166-4dcf-9d32-4baa3e5b6c54,,,Marketing,Việc làm fulltime,Dưới một năm kinh nghiệm,,"English Writing,Tableau,Python,Agile Methodologies,Apis,Logical Thinking,English Reading",Media Production,51-200 nhân viên,"Địa chỉ văn phòng22 Ngõ 92 Trúc Khê, Phường Láng Hạ, Quận Đống Đa, Hà Nội, Việt Nam",Hà Nội,1 tháng trước,nhật 30 ngày trước,2022-11-11 13:45:19
36,Data and Insight Analyst,https://glints.com/vn/opportunities/jobs/data-and-insight-analyst/acd560ea-e134-4b88-ae53-05658dd4923c,TK Media,https://glints.com/vn/companies/tk-media/d3519d46-1166-4dcf-9d32-4baa3e5b6c54,,,Marketing,Việc làm fulltime,Dưới một năm kinh nghiệm,,"English Writing,Tableau,Python,Agile Methodologies,Apis,Logical Thinking,English Reading",Media Production,51-200 nhân viên,"Địa chỉ văn phòng22 Ngõ 92 Trúc Khê, Phường Láng Hạ, Quận Đống Đa, Hà Nội, Việt Nam",Ho Chi Minh City,1 tháng trước,nhật 1 tháng trước,2022-11-11 13:45:26
37,Data Analyst Up To 25M,https://glints.com/vn/opportunities/jobs/data-analyst-up-to-25m/3f962169-e3a7-4863-86ca-3b33e8a128ab,Monkey Việt Nam,https://glints.com/vn/companies/monkey-viet-nam/2cecdc95-8640-4ce6-8b2d-efa79843b81f,VND25.000.000/month,VND,Software Engineering,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Microsoft PowerBI,SQL,Data Analysis",Education Management,,,Hà Nội,30 ngày trước,nhật 6 ngày trước,2022-11-11 13:45:32
38,Digital Execution and Data Analyst,https://glints.com/vn/opportunities/jobs/digital-execution-and-data-analyst/50723f03-11c1-4c7a-b8ef-6497227a283a,Mcv Corporation,https://glints.com/vn/companies/mcv-corporation/366bdaf6-f106-4ba5-a0d9-52acfb398aed,VND14.000.000/month,VND,Marketing,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"running ads,Data Analysis,Strategic Planning",Media Production,201-500 nhân viên,,Ho Chi Minh City,8 tháng trước,nhật 22 ngày trước,2022-11-11 13:45:40
39,Digital Marketing Data Analysis,https://glints.com/vn/opportunities/jobs/digital-marketing-data-analysis/4b5c9579-618e-46d8-93a6-53e86d124bf2,Công Ty Greenmazing,https://glints.com/vn/companies/cong-ty-greenmazing/279421d9-1eb0-4992-a6e3-7e2874fa9300,VND8.000.000 - 15.000.000/month,VND,Marketing,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Marketing,English,Data Analysis",Information Technology and Services,51-200 nhân viên,,Hà Nội,6 tháng trước,nhật 6 ngày trước,2022-11-11 13:45:45
40,Game Data Analyst - Phân Tích Dữ Liệu Game,https://glints.com/vn/opportunities/jobs/game-data-analyst-phan-tich-du-lieu-game/3f12c49d-fcbd-4563-9d2e-a62f19b720b0,Vgames Studio,https://glints.com/vn/companies/vgames-studio/34b47c82-3b71-4e38-a113-40acc031fff0,VND12.000.000 - 18.000.000/month,VND,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Big Data,Analytical Skills,Firebase,Google Analytics,Data Analysis",Information Technology and Services,51-200 nhân viên,"Địa chỉ văn phòng275/6 Âu Cơ, Phường 5, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",Ho Chi Minh City,14 ngày trước,nhật 14 ngày trước,2022-11-11 13:45:54
41,Chuyên viên Phân tích dữ liệu (Data Analyst),https://glints.com/vn/opportunities/jobs/chuyen-vien-phan-tich-du-lieu-data-analyst/255757c5-ba78-4a78-88d4-07f435bf39e0, CÔNG TY TÀI CHÍNH TRÁCH NHIỆM HỮU HẠN MB SHINSEI (MCREDIT),https://glints.com/vn/companies/cong-ty-tai-chinh-trach-nhiem-huu-han-mb-shinsei-mcredit/7d2df1bd-1a7f-4ed7-932b-a9add54305e9,,,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Data Science,Kỹ năng giao tiếp,Data Processing,Data Visualization,Database Administration,Kỹ Năng Xử Lý Tình Huống,Phân Tích Dữ Liệu Lớn,Statistical Data Analysis,Lập Và Phân Tích Báo Cáo,Data Analysis",Financial Services,"5001 - 10,000 nhân viên",,Hà Nội,2 tháng trước,nhật 2 tháng trước,2022-11-11 13:46:03
42,Data Assistant,https://glints.com/vn/opportunities/jobs/data-assistant/db34e89a-d49d-4289-b8db-11be41f06acb,Bss Group,https://glints.com/vn/companies/bss-group/c430e2c8-068c-46c5-bfea-4f8e5c774b31,VND8.000.000 - 16.000.000/month,VND,Software Engineering,Việc làm fulltime,Dưới một năm kinh nghiệm,,"MySQL,Programming Languages,Data Visualization Tools",Information Technology and Services,51-200 nhân viên,"Địa chỉ văn phòngTầng 18 tòa nhà Viwaseen, số 48 Tố Hữu, Nam Từ Liêm, Hà Nội",Hà Nội,25 ngày trước,nhật 24 ngày trước,2022-11-11 13:46:14
43,Data Engineer,https://glints.com/vn/opportunities/jobs/data-engineer/dddb2953-7ee0-4bfd-8029-a9cc8163f3a2,MFast,https://glints.com/vn/companies/mfast/6417d95a-c39a-44dd-b03b-a92a5a169fd2,USD2.000 - 2.500/month,USD,Data Science,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"JavaScript,Bi Tools,AirFlow,Google Data Studio,SQL,Python,Kafka,Bigquery",Financial Services,201-500 nhân viên,"Địa chỉ văn phòngTầng 2, Tòa nhà Athena, 146-148 Cộng Hòa Phường 12 Tân Bình ",Ho Chi Minh City,1 tháng trước,nhật 1 tháng trước,2022-11-11 13:46:21
44,Data Scientist,https://glints.com/vn/opportunities/jobs/data-scientist/37163363-aab6-41b3-866b-6d579ae14880,Công ty Cổ Phần Galaxy Play,https://glints.com/vn/companies/cong-ty-co-phan-galaxy-play/6e28731d-97a8-48b1-ade3-5ca4402b9d04,USD500 - 1.200/month,USD,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Data Science,AI & Machine Learning,Machine Learning",Environmental Services,51-200 nhân viên,"Địa chỉ văn phòng59 Đường Xa Lộ Hà Nội, Phường Thảo Điền, Thành Phố Thủ Đức",Ho Chi Minh City,8 tháng trước,nhật 11 ngày trước,2022-11-11 13:46:25
